codigo_material,preco_real,qtde_min,descricao,modelos,origem,t,ipi,ncm_classif_fiscal,codigo_barras
9291-020-0120,1.25,1,Arruela 21,RE232,1,10,6.5,73182200,795711657840
9291-021-0100,0.62,5,"Arruela DIN125-A4,3x9x0,8",MS162 MS172 MS172C MS182 MS212 MS08 MS051 MS076 MS194T FS44 FS86 FS160 FS220 FS280 FS460 P835 P840 HT75 HS81 HS82R BT130 BTBG SH56 HT133,5,10,6.5,73182200,795711657710
9291-021-0120,1.22,5,"Arruela 5,3x10x1",BT121 MS08 MS038 MS039 MS310 MS390 MS046 MS051 MS066 MS0,5,10,6.5,73182200,795711283384
9291-021-0121,1.22,5,"Arruela 5,3x10x1,5",BT121 MS250 MS210 FR85 FR220 FR230350 FS75 FS85,5,10,6.5,73182200,795711658328
9291-021-0140,1.22,5,"Arruela DIN125-A6,4x12x1,6",MS162 MS172 MS172C MS08 MS076 P835 FS160 FS220 FS280 FS300 FS350 FS460 FR85 FR106 FR108 FR350 TS760 KA85R KM55 KA120 HT133 HLA65,5,10,6.5,73182200,795711283391
9291-021-0180,1.22,5,Arruela 8,MS011 FS86 FS88 FS106 FS108 FR106 FR108 TS420 TS80,1,10,6.5,73182200,795711674311
9291-021-0200,1.9,5,"Arruela 10,5x20x2",FR85 FR106 FR108 FR220 FR350 TS760 TS800 TSA230,5,10,6.5,73182200,795711674328
9291-021-3862,4.87,5,"Arruela 5,3x10",RE920KM,5,10,6.5,73182200,795711658748
9291-021-3863,1.22,10,"Arruela 6,1x21x1,4",SR420,1,10,6.5,73182200,795711658755
9291-021-3865,1.22,10,"Arruela 6,5x22x2",RE110 RE150 SR400,1,10,6.5,73182200,795711658779
9291-021-3866,2.81,1,"Arruela de aço 6,5x13x1,25",RE142,1,10,6.5,73182200,795711658083
9291-021-3870,1.9,1,"Arruela 10,5x20x1,5",MSA161 MS651 MS661,1,10,6.5,73182200,795711659059
9293-021-0121,12.47,1,"Arruela 5,5",MS462,1,10,6.5,73182200,886661159086
9294-021-0080,0.62,5,"Arruela 3.2x6x0,5",FS160 FS220 FS280 FR220,5,10,6.5,73182200,795711660659
9294-021-0120,1.25,5,"Arruela 5,3x9x1",MS038 FS86,5,10,6.5,73182200,795711660673
9294-021-0140,1.22,5,"Arruela 6,4x11x1,6",FR85 FR220 HTA85 HT133 HTA86,1,10,6.5,73182200,795711660680
9294-929-0250,2.26,10,Arruela DIN34851 - 16x30x3,RE230 RE232,1,10,6.5,39269010,795711924294
9296-021-1541,1.25,10,"Arruela 8x14x1,0",HSE52,1,10,6.5,73182200,795711902407
9296-021-1651,3.11,1,"Arruela 18x25x0,5",FCS,1,10,6.5,73182200,795711675240
9296-021-1681,2.5,1,"Arruela de aço 20x28x0,1",FS220 FS280,1,10,6.5,73182200,795711658106
9296-021-1687,2.49,1,"Arruela 20x28x0,3",FS220 FS280,1,10,6.5,73182200,795711658816
9298-003-2004,0.62,10,Arruela 4,TS420 TS800-FW20,1,10,6.5,73182200,795711661267
9298-003-3540,4.36,5,"Arruela 4,1x20x1,2",HSE52 HSA56 HLA65,1,10,6.5,73182200,795711931995
9298-021-3571,7.77,1,"Arruela 6,4x22x1,2",RE88 RE98 RE108 RE143,1,10,6.5,73182200,795711656997
9298-021-3860,1.17,1,"Arruela 6,6x12x1,6",RE88 RE108K,1,10,6.5,73182200,795711674168
9298-021-3873,1.22,1,"Arruela de aço 7,2x11x1,0",HL135,1,10,6.5,73182200,795711657529
9298-021-3887,2.49,10,"Arruela 18/8,4 - 30CrMo",POWER TOOLS RE150,1,10,6.5,73182200,886661311873
9298-021-3935,3.11,1,Arruela elástica 24,RMA370,5,10,6.5,73182200,795711831516
9307-020-0120,1.25,15,"Arruela 5,3",RMA370,1,10,6.5,73182200,795711658373
9307-021-0080,0.62,25,"Arruela 3,2x9x0,8",SR400 SR420,1,10,6.5,73182200,795711658397
9307-021-0100,1.67,5,Arruela 4.3x12x1 aço prateado galvanizad,FS160 FS220 FS280 FS300 FS350 TS420 TS800-FW20,5,10,6.5,73182200,795711674366
9307-021-0120,1.22,5,"Arruela DIN9021-A5,3x15x1,2",FS86 FS88 FS106 FS108 FS160 FS220 FS280 FR106 FR108 FR22,5,10,6.5,73182200,795711674380
9307-021-0140,1.22,1,"Arruela 6,4",SP10 SP20 RMA235,5,10,6.5,73182200,795711674397
9308-021-0180,1.22,5,"Arruela 8,4x24x2",FS220,5,10,6.5,73182200,795711674731
9309-021-0110,1.22,4,"Arruela 5,3",MS460 HSE61 HSA65 HSA85,1,10,6.5,73182200,795711674755
9310-021-0140,1.22,10,"Arruela 6,4",TS800,1,10,6.5,73182200,795711658151
9310-021-0180,1.22,5,"Arruela 8,4",TS800,1,10,6.5,73182200,795711658168
9321-621-0140,11.36,1,Arruela elástica 6,RE88 RE98 RE108 RE143,1,10,6.5,73182100,795711666828
9321-630-0080,1.58,5,Anel elástico 3,MS08 MS051 MS076 P835,5,10,6.5,73182100,795711666385
9321-630-0120,2.02,10,Anel elástico 5,MS051 MS076 RE232,5,10,6.5,73182100,795711660376
9321-630-0140,0.69,5,Anel elástico 6,FS106 FR108 SG20,1,10,6.5,73182100,795711283407
9321-630-0180,2.17,10,Anel elástico 8,FCS,1,10,6.5,73182100,795711666781
9321-630-0200,1.95,5,Anel elástico 10,FR85 FR106 FR108 FR350,0,10,0.0,73182100,795711283414
9322-630-0100,1.08,5,"Arruela elástica 4x8,375x0,5",MS08 P835,5,10,6.5,73182100,795711657000
9322-630-0140,1.08,5,"Arruela elástica 6x11,375x0,5",MS08 P835,5,10,6.5,73182100,795711657017
9322-630-0715,1.22,1,"Arruela 6,2x19x0,7",SR400 SR420,1,10,6.5,73182100,795711673628
9323-630-0200,1.22,1,Arruela elástica 10,USG,1,10,6.5,73182100,795711657536
9330-421-0100,0.63,20,"Arruela dentada A4,3",RE100 RE110 RE145 RE150,1,10,6.5,73182100,886661659821
9330-630-0100,0.73,5,"Arruela dentada de aço 4,3x8x0,5",MS034 MS038 P835 P840 RE230,5,10,6.5,73182100,795711674786
9331-630-0120,1.66,5,"Arruela tensora 5x11x1,2",MS039 MS310 MS390,3,10,6.5,73182100,795711659158
9331-630-0130,1.64,10,Arruela tensora,MS182 MS212,1,10,6.5,73182100,886661307791
9340-003-0320,9.13,1,Encaixe da mola 4,BF,1,10,6.5,73182400,795711666002
9371-470-1058,2.01,1,"Pino cilíndrico  1,8x19",MS362 MS462,1,10,6.5,73182900,795711477820
9371-470-1060,1.3,1,Pino cilíndrico ISO2338-2m6x8,BR600,1,10,6.5,73181500,795711658311
9371-470-2065,2.01,5,Pino cilindrico de aço 4m6x10,SP81,5,10,6.5,73182900,795711674823
9371-470-2110,2.01,5,Pino cilíndrico 4x16,MS051 MS076 TS760,5,10,6.5,73182900,795711658861
9371-470-2168,2.66,1,Pino cilíndrico ISO2338-4h8x25-St,BT121,1,10,6.5,73181500,795711658878
9371-470-2570,2.01,1,Pino cilíndrico 5x12,MS011 FR85,1,10,6.5,73181500,795711659950
9371-470-2600,2.66,5,Pino cilíndrico 5x16,AceleradorMS066 AceleradorMS660 AceleradorMS650,1,10,6.5,73181500,795711659974
9371-470-2610,2.66,10,Pino cilíndrico de aço 5x18,MS011 MS034 MS036 MS360 MS038 MS046 MS460 MS066 MS650 MS66,5,10,6.5,73182900,795711659981
9371-470-2620,2.66,10,Pino cilíndrico 5x20,RE250K MS651 MS661,1,10,6.5,73182900,795711659998
9371-470-2630,2.65,10,Pino cilíndrico 5m6x22,MS462,1,10,6.5,73182900,886661206933
9371-470-2640,2.66,5,Pino cilíndrico de aço 5m6x24,MS210 MS025 MS230 MS250 MS034 MS036 MS360 MS362 MS382 MS03,5,10,6.5,73182900,795711658786
9371-470-2680,3.31,5,Pino cilíndrico de aço ISO 2338 - 5m6x,MS08,5,10,6.5,73182900,795711658793
9371-470-2683,3.31,1,Pino cilíndrico 5m6x28,FS 131,1,10,6.5,73182900,795711658809
9371-470-3120,2.66,5,Pino cilíndrico de aço 6x20,MS08 MS051 MS076 TS760,5,10,6.5,73182900,795711659868
9371-470-3660,3.31,5,Pino cilíndrico 8x18,SUP. GIR.P LAM.CIRC,1,10,6.5,73182900,795711666866
9373-542-2610,2.66,5,Pino cilíndrico 5x18,MS051 MS076 TS760,5,10,6.5,73182900,795711666057
9378-543-2700,3.31,1,Pino entalhado 5x30,MS192T MS194T,1,10,6.5,73182400,795711673659
9380-620-1090,1.3,5,Pino tensor 2x10,MS310 MS034 MS036 MS360 MS390 MS046 MS460 MS462 MS066 MS66,5,10,6.5,73182400,795711658410
9380-620-1450,2.66,1,"Pino tensor ISO8752-2,5x30-St",FW20-TS420,1,10,6.5,73182400,795711477851
9380-620-1710,2.01,1,Pino tensor 3x16,USG,1,10,6.5,73182400,795711658342
9380-620-1730,2.01,5,Pino tensor 3x20,MS08,5,10,6.5,73182900,795711658359
9380-620-2130,2.66,1,Pino tensor ISO8752-4x20,USG,1,10,6.5,73182400,795711658885
9380-620-2240,3.31,1,Pino tensor ISO8752-4x40-St,FW20-TS420,1,10,6.5,73182400,795711675264
9380-620-2570,1.89,1,Pino tensor ISO8752-5x12,FS86 FS88 FS106 FS108 FR106 FR108,0,10,0.0,73181500,795711283438
9380-620-2580,2.01,1,Pino tensor ISO8752-5x14,FW20-TS420,1,10,6.5,73182400,795711659561
9380-620-2700,3.31,1,Pino tensor 5x30,TS420-FW20,1,10,6.5,73182400,795711659882
9381-003-2070,2.01,1,Pino cilíndrico 4x12,HS80 HSHLImpl HS81R,1,10,6.5,73181500,795711657581
9381-003-2180,2.66,1,Pino cilíndrico 4m6x28,TS800,1,10,6.5,73182400,795711657604
9381-651-1174,2.01,1,Pino cilíndrico 2m5x24-A-St,para cabo manejo04203-790-1305 1307,1,10,6.5,73181500,795711690427
9381-651-1200,2.01,10,"Pino cilíndrico ISO8734-2,2m6x13",TS800,1,10,6.5,73182900,795711478063
9381-651-1690,2.01,1,Pino cilíndrico 3x14,BT45,1,10,6.5,73181500,795711658366
9381-651-2062,2.01,1,Pino cilíndrico 4m6x10,HL135,1,10,6.5,73181500,795711658892
9381-651-2550,2.01,1,Pino cilíndrico 5m6x12,HSA100,1,10,6.5,73182900,795711800130
9381-651-2600,2.66,3,Pino cilíndrico 5x16,MS051 MS076,5,10,6.5,73182900,795711659929
9381-651-2640,2.66,1,Pino cilíndrico 5x24,HS45,1,10,6.5,73181500,795711666927
9385-620-2190,2.66,1,Pino tensor 4x30,USG,1,10,6.5,73182400,795711659530
9386-620-1681,2.01,20,Pino tensor 3x12,MS651 MS661,1,10,6.5,73182900,795711858063
9386-620-1690,2.01,10,Pino tensor 3x14,TS800,1,10,6.5,73182900,795711657208
9395-021-2360,4.64,1,Contra pino 5x45,BT120 BT121,1,10,6.5,73182400,795711658922
9407-021-4700,5.88,1,"Rebite 12,8x9,35x6,2",HT131,1,0,6.5,83082000,795711657642
9408-021-4530,3.21,10,Peça do rebite 4x8x6,FS44 FS106 FS108 FS120 FS160 FS220 FS250 FS280 FS300 FS350 SR400 SR420 SP81 KA85R HLA65 HTA86 FSA135,1,0,6.5,83082000,795711674700
9409-021-4420,3.21,10,Cabeça do rebite 4x8,FS44 FS108 FS120 FS160 FS220 FS250 FS280 FS300 FS350 FR106 FR108 SR400 SR420 SP81 KA85R HLA65 HTA86 FSA135,1,0,6.5,83082000,795711658038
9415-415-3140,3.21,20,"Rebite oco DIN7339-4x0,4x4,7",MS08,5,0,6.5,83082000,795711658434
9416-868-5630,4.3,3,"Rebite tubular de latão 5,5x0,5x6,8",MS034 MS036 MS360 MS046 MS460,5,0,6.5,83082000,795711666262
9416-868-6530,4.81,10,"Rebite tubular de latão 6,5x0,5x6,8",MS011 MS036 MS360 MS380 MS046 MS460 MS066 MS660 MS650 MS46,5,0,6.5,83082000,795711659646
9416-868-6531,4.81,3,"Rebite tubular  6,5x0,5x6,8",MS034 MS036 MS360,1,0,6.5,83082000,795711659653
9416-868-6560,4.3,3,Rebite tubular 6x0.4x8,MS08,5,0,6.5,83082000,795711659660
9416-868-6630,4.81,3,Rebite tubular 6.5x0.5x6.8,MS08 FS86 FS160 FS220 FS280 FR220 P840,5,10,6.5,74152900,795711660024
9416-868-6650,4.82,1,"Rebite 6,5x0,5x8,8 de aço",BG50 BG85 HS45 HS81R HT133,1,0,6.5,83082000,795711660031
9417-003-7512,3.65,10,"Porca elástica 4x9,6x1,8",FS75 FS85 FS85R FS460 FR85 HS80 SP80 SP80K SP81 SPHT,5,10,6.5,73181600,795711660239
9438-003-3171,3.21,10,Rebite cego 4x8,HT75,1,0,6.5,83082000,795711656836
9438-003-3820,1.93,5,"Rebite 3,2x7,5",KA85R - Implemento FCS,1,10,6.5,73182300,795711657147
9440-003-1851,2.68,1,Rebite cego 3x5-ST/ST,HT133 HTA86,1,0,6.5,83082000,886661553686
9440-003-1852,2.68,15,"Rebite cego ISO15979 3,0x6-ST/ST form A",HT133,1,0,6.5,83082000,886661434237
9440-069-2532,1.1,1,"Rebite cego 3,2x8",RE107 RE142,1,0,6.5,83082000,795711666293
9440-794-2435,3.75,1,"Rebite cego A4,8x6-Al/St FH",HT70 HT75 HT133,1,0,6.5,83082000,886661751402
9441-065-0730,1.76,1,Rebite canelado 2x4,USG CJ.AFIADOR CORRE,1,10,6.5,73182300,795711660635
9441-065-1270,1.19,5,"Rebite canelado 2,6x6",MS08 MS051 MS076 E14,5,0,6.5,83082000,795711659592
9441-065-1870,1.4,10,Rebite canelado  3x6,MS08,5,0,6.5,83082000,795711661137
9441-065-1910,1.06,20,Rebite canelado de aço 3x8,MS08 MS034 MS038 MS051 MS076 P840,0,10,0.0,73182300,795711661144
9443-825-7131,5.36,3,"Rebite oco A7,5x1x9,1-CuZn37",TS420,1,10,6.5,73182300,795711665845
9450-721-2150,3.09,10,"Anel tensor 20x1,2",TS350 TS760 TS800,1,10,6.5,73182400,795711665784
9450-721-2442,3.1,1,"Anel tensor 22x1,2",TSA230,1,10,6.5,73182400,886661010080
9451-621-2933,3.38,10,"Anel dentado 24x0,5",FS300 FS350 FS380,0,10,0.0,73182100,795711657734
9452-621-0155,1.58,1,"Anel de segurança 7x0,6 de aço",HL135,1,10,6.5,73182400,795711657673
9452-621-0157,1.55,10,"Anel de segurança 7x1,0",HLA65,1,10,6.5,73182400,886661013425
9452-621-1130,2.08,5,Anel de segurança 12x1 de aço,FR85 FR106 FR108 FR220 FR350,1,10,6.5,73182400,795711657680
9455-021-1131,2.08,20,Anel de segurança 12x1,FS460,1,10,6.5,73182400,795711939427
9455-621-0470,1.55,10,"Anel de segurança 7x0,8",HTA50.0,1,10,6.5,73182100,795711657628
9455-621-0570,2.08,10,"Anel de segurança 8x0,8",SP80 SP80K MS210 FSA45 BGA85 TS420 TS800-FW2,1,10,6.5,73182900,795711657635
9455-621-0750,2.08,10,Anel de segurança DIN471-9x1,FS85R FS88 FS120 FS250 FR85 FR220 FR350 FRHLImpl SP8,5,10,6.5,73182400,795711283452
9455-621-0850,2.08,10,Anel de segurança 10x1,FS86 FS106 FS108 FS160 FR106 FR108 SR400 SR420 HT7,5,10,6.5,73182400,795711283476
9455-621-1130,2.08,3,Anel de segurança 12x1,FS75 FS85R FS120 FS160 FS220 FS250 FS280 FE55 SP80 SP8,5,10,6.5,73182900,795711283483
9455-621-1300,2.59,10,Anel de segurança 13x1,BT120 BT121 BT130,1,10,6.5,73182400,795711478070
9455-621-1380,2.59,10,Anel de segurança 14x1 de aço,HS45 HS81 HS82R,1,10,6.5,73182400,795711478087
9455-621-1520,2.59,3,Anel de segurança 15x1,MS362 MS046 MS460 FS86 FS88 FS106 FS108 FS120 FS250 FS30,5,10,6.5,73182900,795711283490
9455-621-1670,2.59,3,Anel de segurança 16x1,MS051 MS076 FS44 HS80,5,10,6.5,73182900,795711478094
9455-621-1800,2.59,3,Anel de segurança 17x1,FS88 FS106 FS108 FS120 FS160 FS220 FS250 FS280 FR106 FR1,5,10,6.5,73182900,795711658984
9455-621-1920,3.09,1,"Anel de segurança 18x1,2",FW20,1,10,6.5,73182100,795711658991
9455-621-2150,3.09,10,"Anel de segurança 20x1,2",TS420 TS800-FW20 HSA56 HSA50 MS462,1,10,6.5,73182400,795711659011
9455-621-2790,3.6,3,Anel de segurança de aço 25x1.2,MS038,5,10,6.5,73182900,795711666316
9456-621-0570,2.08,5,"Anel de segurança de aço 8x0,8",SP81,5,10,6.5,73182900,795711665852
9456-621-2000,3.09,10,Anel de segurança 19x1,HL 145º,1,10,6.5,73182900,886661170111
9456-621-2440,3.09,3,Anel de segurança 22x1,MS051 MS076 FS44,5,10,6.5,73182900,795711656881
9456-621-2660,3.6,10,"Anel de segurança 24x1,2",FS85R FS88 FS120 FS250 FR85 FR106 FR108 FR220 FR350 FRHL,1,10,6.5,73182400,795711283513
9456-621-2960,3.6,10,Anel de segurança 26x1.2,FS86 FS106 FS108 FS160 FR106 FR108,1,10,6.5,73182400,795711283520
9456-621-3100,4.16,5,Anel de segurança 28x1.2,FS44 FS86 FS88 FS106 FS108 FS120 FS160 FS220 FS250 FS280 FSF,1,10,6.5,73182400,795711283612
9456-621-3600,4.15,3,Anel de segurança 32x1.2,BT121 BT130 FS160 FR220 TS760 HS45 HS81R TS8,5,10,6.5,73182900,795711283629
9456-621-3860,4.66,3,"Anel de segurança de aço 35x1,5",MS08 FS88 FS106 FS108 FS120 FS220 FS250 FS280 FR85 FR1,5,10,6.5,73182900,795711283643
9456-621-4330,5.17,3,"Anel de segurança 40x1,75",MS038 FS160 FS220 FS280,5,10,6.5,73182900,795711674250
9456-621-4910,5.68,3,"Anel de segurança 47x1,75",MS051 MS076 FS88 FS108 FR108 TS760,5,10,6.5,73182900,795711283650
9456-621-5180,6.2,10,Anel de segurança 52x2,IMPLEMENTO FCS,1,10,6.5,73182400,795711658137
9457-621-4481,4.12,3,Anel de segurança,FS75 FS85 FS85R FS120 FS250 SP80 SP80K SP81 HT75 KA8,5,10,6.5,73170020,795711285777
9457-621-4482,6.72,1,Anel de segurança,FS131 HT133,1,10,6.5,73182900,886661090730
9458-621-1130,2.08,1,Anel de retenção 12,HT75,1,10,6.5,73182400,795711659028
9458-621-1421,2.08,1,Anel de retenção DIN7993-B10,HL145º,1,10,6.5,73182400,886661186730
9458-621-1500,2.59,1,Anel de retenção-A15,PC75,5,10,6.5,73182400,886661008063
9460-624-0320,0.62,10,"Arruela de segurança 3,2x6,9x0,6",MS08 MS210 HSE61,5,10,6.5,73182100,795711659639
9460-624-0400,1.07,3,"Anel de segurança 4x8,85x0,7",MSA160 MSA200 BT121 MS08 MS011 MS210 MS025 MS230 MS25,5,10,6.5,73182900,795711283674
9460-624-0500,1.07,3,"Arruela de segurança 5x10,85x0,7",MS08 MS038 MS051 MS076 FR85 FR106 FR108 FR350 TS420,5,10,6.5,73182100,795711283940
9460-624-0600,1.22,10,Arruela de segurança 6,HL135 GTA26,1,10,6.5,73182100,795711661199
9460-624-0800,1.22,1,Arruela de segurança 8,SG71 FSA56,1,10,6.5,73182100,795711665869
9460-624-0801,1.22,5,"Arruela de segur. aço molas 8x15,75x1,3",MSA120 MSA140 MSA160 MSA160T MSA200 RMA370 MS210 MS025,5,10,6.5,73182100,795711665876
9460-624-1001,1.22,5,"Arruela de segurança de aço 10x19,7x1,5",MS038,5,10,6.5,73182100,795711673574
9460-624-4015,2.77,5,"Arruela de segurança 5,1x9,2",RE920KM,5,10,6.5,73182100,795711673123
9461-620-0512,1.58,10,"Anel de retenção 5,0",HL 145º,1,10,6.5,73182400,795711443214
9461-620-1510,2.08,1,"Anel de retenção 8x1,0",SP10 SP20 SPA65,5,10,6.5,73182400,795711443023
9461-620-1525,2.59,1,"Anel de retenção 15x1,2 de aço",BT45,1,10,6.5,73182400,795711443030
9463-650-0805,2.08,3,"Anel de retenção 8x0,7",FS75 FS85 FR85 HS80 SP80 SP80K SP81 HT75 KA85R,5,10,6.5,73182400,795711443375
9463-650-0807,2.08,1,"Anel de retenção 8x0,7 de aço",FS38 HS45 KM55,1,10,6.5,73182400,795711443382
9463-650-0900,2.08,5,"Anel de retenção 9x0,8",MS011 FS130 HT133,1,10,6.5,73182400,795711443764
9463-650-1000,2.08,2,Anel de retenção de aço 10,Pino Do PistaoBT121 MS210 MS025 MS230 MS250 MS034 MS036 MS360 MS039 MS310 MS390 MS194T FS106 FS108 FS160 FS220 FS280 FR106 FR108 FR220 FR350 SR400 SR420 FS120 FS250 FS300 FS350 KA120,5,10,6.5,73182400,795711443597
9463-650-1100,2.08,3,Anel de retenção C11,MS361,5,10,6.5,73182400,795711443603
9463-650-1200,2.01,3,Anel de retenção de aço 12x1,MS08 MS038 MS046 MS460 MS066 MS660 MS462 MS651 MS661 P83,5,10,3.25,84099999,795711443627
9463-650-1300,2.59,1,Anel de retenção 13x1,BR800,1,10,6.5,73182400,795711443634
9463-650-2400,3.6,1,"Anel de retenção 24x1,5",MSE170,1,10,6.5,73182400,795711932909
9465-620-2771,3.09,3,"Anel de retenção 22x1,2",FE55 FS44,5,10,6.5,73182400,795711444709
9468-621-0330,1.58,3,Anel de segurança 6x0.7,MS038 MS076,5,10,6.5,73182900,795711440824
9468-621-0500,2.08,5,Anel de segurança,KA 85R,1,10,6.5,73182900,795711440886
9468-621-1520,2.59,3,Anel de segurança 15x1,MS162 MS172 MS172C MS182 MS210 MS025 MS230 MS250,5,10,6.5,73182900,795711442248
9482-435-0390,1.85,10,Chaveta de aço 3x3.7,MS08 P835,5,10,6.5,73182400,795711443665
9485-648-0362,2.19,1,"Mola de disco 15x5,2x0,7",HL135,1,10,6.5,73182200,795711443955
9485-648-1560,3.26,1,"Mola de disco 25x12,2x1,5",BT45 HLA65,1,10,6.5,73182100,795711441845
9485-648-1694,3.79,1,"Mola de disco 28x10,2x1,25",HT75 HT133,1,10,6.5,73182100,795711449759
9485-648-2104,4.38,1,"Mola de disco 36,6x20,4x0,5",BT45,1,10,6.5,73182100,795711443429
9486-648-0100,1.66,5,Mola de disco 10,MS038,5,10,6.5,73182200,795711444372
9486-648-1012,2.26,1,"Mola de disco 15x8,2x0,9",HL145º,1,10,9.75,73209000,886661148325
9490-000-7915,166.66,1,Correia plana 4PK 998 LB,TS800,1,0,6.5,40103100,795711441708
9490-005-7900,99.99,1,Correia plana 5PJ 801 LB,TS 420,1,0,6.5,40103100,886661474424
9503-003-0040,43.53,1,Rolamento de esferas 609-CN,FSE65,1,10,7.8,84821010,795711443443
9503-003-0060,49.62,1,Rolamento de esferas 629-C3,FS55,1,10,7.8,84821010,795711443450
9503-003-0062,49.62,1,Rolamento de esferas 629,FS55,1,10,7.8,84821010,886661407620
9503-003-0102,48.04,2,Rolamento de esferas 6000,FS86 FS106 FS108 FS120 FS160 FS220 FS250 FS280 FR106 FR108HLImpl,5,10,7.8,84821010,795711443962
9503-003-0103,48.04,1,Rolamento de esferas 6000-C3,FS290 FS300,1,10,7.8,84821010,886661174164
9503-003-0210,48.04,2,Rolamento de esferas 6001,FS120 FS160 FS220 FS250 FS280,3,10,7.8,84821010,795711443818
9503-003-0214,48.04,1,Rolamento de esferas 6001,HS81R,1,10,7.8,84821010,795711444259
9503-003-0239,62.17,1,Rolamento de esferas 6201,MS193T MS194T,1,10,7.8,84821010,886661159529
9503-003-0240,62.17,2,Rolamento de esferas 6201,FS86 FS88 FS106 FS108 FS160 FS220 FS280 FR106 FR108 FR22,5,10,7.8,84821010,795711283995
9503-003-0242,62.17,2,Rolamento de esferas 6201,BT121 FS85 FS85R FR85 HS80 SP80 SP80K SP81 HT7,5,10,7.8,84821010,795711443986
9503-003-0246,62.17,2,Rolamento de esferas 6201,FS38 FS55 KM55 HS45 BG50 BG85 BT45 HS45 KA120,0,10,7.8,84821010,795711444464
9503-003-0308,52.95,1,Rolamento de esferas DIN625-6002,BT120 BT121 BT130,1,10,7.8,84821010,886661457182
9503-003-0310,52.96,1,Rolamento de esferas 6002-C3,BT120 BT121 BT130,1,10,7.8,84821010,795711444211
9503-003-0312,52.96,1,Rolamento de esferas 6002,MS170 MS180 MS180C,1,10,7.8,84821010,795711444235
9503-003-0320,49.62,2,Rolamento de esferas 16002,MS260,5,10,7.8,84821010,795711444426
9503-003-0340,66.1,1,Rolamento de esferas 6202,MS210 MS025 MS230 MS250 MS038 SR400 SR420,5,10,7.8,84821010,795711444600
9503-003-0341,66.1,2,Rolamento de esferas de aço 6202-C3,MS08 MS210 MS025 MS250 MS034 P835,5,10,7.8,84821010,795711444747
9503-003-0346,66.1,1,Rolamento de esferas 6202,MS034 MS046 MS460 MS360,3,10,7.8,84821010,795711440930
9503-003-0354,66.1,1,Rolamento de esferas 6202,MS361,5,10,7.8,84821010,795711441876
9503-003-0360,68.93,1,"Rolamento de esferas DIN625-15x36,3x11",TS 420,1,10,7.8,84821010,886661433360
9503-003-0361,66.1,1,Rolamento de esferas  15x35x11,TS420,1,10,7.8,84821010,886661433377
9503-003-0440,81.83,2,Rolamento de esferas 6203,MS038 MS039 MS310 MS390 MS051,5,10,7.8,84821010,795711440343
9503-003-0443,77.11,1,Rolamento de esferas 6203-C3,MS051 MS076 TS510 TS760,5,10,7.8,84821010,795711440350
9503-003-0450,77.11,1,Rolamento de esferas 6203,TS800,1,10,7.8,84821010,795711440367
9503-003-0510,74.76,1,Rolamento de esferas 6004,BT120 BT121 BT130,1,10,7.8,84821010,795711442033
9503-003-0540,100.66,1,Rolamento de esferas 6204,TS800,1,10,7.8,84821010,795711443269
9503-003-5030,57.64,1,Rolamento de esferas 6000-2RS,HT,1,10,7.8,84821010,795711442071
9503-003-5066,57.64,1,Rolamento de esferas,IMPLEM. KM - BG SOPR,1,10,7.8,84821010,886661741670
9503-003-5090,57.64,1,Rolamento de esferas 6000-2RS,FS160 SR00 SR420 SRHTImpl SR75,5,10,7.8,84821010,795711442613
9503-003-5091,57.64,1,Rolamento de esferas6000-2Z-C3,SP10,1,10,7.8,84821010,795711853112
9503-003-5092,53.48,1,Rolamento de esferas DIN625-6000-2RS,SP20,0,10,0.0,84821010,886661406197
9503-003-5136,57.64,1,Rolamento de esferas 6001-2RS,TS420,1,10,7.8,84821010,795711440374
9503-003-5151,57.64,1,Rolamento de esferas 6001-2Z,BF,1,10,7.8,84821010,795711442606
9503-003-5180,57.64,2,Rolamento de esferas 6001-Z,FS120 FS160 FS220 FS250 FS280,5,10,7.8,84821010,795711443696
9503-003-5190,57.64,1,Rolamento de esferas 6001-C-2HRS-C3,FS44 FS85R FS88 FS108 FS120 FS250 FR85 FR108 FR220 FR350,1,10,7.8,84821010,795711284015
9503-003-5193,57.64,1,Rolamento de esferas6001-2RS,HT75,1,10,7.8,84821010,886661591107
9503-003-5242,63.54,1,Rolamento de esferas 6002 Z-RS,TSA230,1,10,7.8,84821010,886661010103
9503-003-5260,63.54,1,Rolamento de esferas 6002-2Z,BT120 BT121 BT130,1,10,7.8,84821010,795711444020
9503-003-5289,63.56,1,Rolamento de esferas6002-2RS,TSA230,1,10,7.8,84821010,886661971596
9503-003-5290,63.54,1,Rolamento de esferas 6002-2RS,FS160 HS45 HS81R,5,10,7.8,84821010,795711444037
9503-003-5330,27.96,1,Rolamento de esferas 6303-2RS-C3,FS88 FS108 FS106 FS120 FS250 FR106 FR108 RMA370,1,10,7.8,84821010,795711444280
9503-003-5360,69.91,1,Rolamento de esferas 6003-2Z,BF,1,10,7.8,84821010,795711444488
9503-003-5441,89.7,1,Rolamento de esferas 6004-2RS,TS420 FW20,1,10,7.8,84821010,795711444242
9503-003-5540,47.28,1,Rolamento de esferas 6805-2RS,KG770 KGA770,1,10,7.8,84821010,795711982706
9503-003-6320,58.26,1,Rolamento de esferas 6200,BT120 BT121 BT130,1,10,7.8,84821010,795711283988
